lexeme,variants,msg,mpl,fsg,fpl
goûtable,goûtable,goûtable,goûtable,goûtable,goûtable
goûteux,goûteux:goutteux,goûteux,goûteux,goûteuse,goûteuses
gouttereau,gouttereau,gouttereau,gouttereaux,unk,unk
gouvernable,gouvernable,gouvernable,gouvernables,gouvernable,gouvernables
gouvernant,gouvernant,gouvernant,gouvernants,gouvernante,gouvernantes
gouvernemental,gouvernemental,gouvernemental,gouvernementaux,gouvernementale,gouvernementales
goy,goy,goy,goy,goy,goy
grabataire,grabataire,grabataire,grabataires,grabataire,grabataires
gracié,gracié,gracié,gracié,gracié,gracié
gracieusé,gracieusé,gracieusé,gracieusé,gracieusé,gracieusé
gracieux,gracieux,gracieux,gracieux,gracieuse,gracieuses
gracile,gracile,gracile,graciles,gracile,graciles
gradé,gradé,gradé,gradés,gradée,gradées
gradué,gradué,gradué,gradués,graduée,graduées
graduel,graduel,graduel,graduels,graduelle,graduelles
graillonnant,graillonnant,graillonnant,graillonnant,graillonnant,graillonnant
graillonneux,graillonneux,graillonneux,graillonneux,graillonneux,graillonneux
grainetier,grainetier,grainetier,grainetiers,grainetière,grainetières
graissé,graissé,graissé,graissé,graissé,graissé
graisseur,graisseur,graisseur,graisseurs,graisseuse,graisseuses
graisseux,graisseux,graisseux,graisseux,graisseuse,graisseuses
grammatical,grammatical,grammatical,grammaticaux,grammaticale,grammaticales
grand-ducal,grand-ducal,grand-ducal,grand-ducaux,grand-ducale,grand-ducales
grand-guignolesque,grand-guignolesque,grand-guignolesque,grand-guignolesques,grand-guignolesque,grand-guignolesques
grand,grand,grand,grands,grande,grandes
grandet,grandet,grandet,grandets,grandette,grandettes
grandiloque,grandiloque,grandiloque,grandiloque,grandiloque,grandiloque
grandiloquent,grandiloquent,grandiloquent,grandiloquents,grandiloquente,grandiloquentes
grandiose,grandiose,grandiose,grandioses,grandiose,grandioses
grandissant,grandissant,grandissant,grandissants,grandissante,grandissantes
grandissime,grandissime,grandissime,grandissimes,grandissime,grandissimes
granité,granité,granité,granités,granitée,granitées
granitique,granitique,granitique,granitiques,granitique,granitiques
granulaire,granulaire,granulaire,granulaires,granulaire,granulaires
granulé,granulé,granulé,granulés,granulée,granulées
granuleux,granuleux,granuleux,granuleux,granuleuse,granuleuses
graphique,graphique,graphique,graphiques,graphique,graphiques
graphologique,graphologique,graphologique,graphologiques,graphologique,graphologiques
gras,gras,gras,gras,grasse,grasses
grasseyant,grasseyant,grasseyant,grasseyants,grasseyante,grasseyantes
grassouillet,grassouillet,grassouillet,grassouillets,grassouillette,grassouillettes
gratifiant,gratifiant,gratifiant,gratifiants,gratifiante,gratifiantes
gratiné,gratiné,gratiné,gratinés,gratinée,gratinées
grattant,grattant,grattant,grattant,grattant,grattant
gratuit,gratuit,gratuit,gratuits,gratuite,gratuites
grave,grave,grave,graves,grave,graves
gravé,gravé,gravé,gravé,gravé,gravé
graveleux,graveleux,graveleux,graveleux,graveleuse,graveleuses
gravide,gravide,gravide,gravides,gravide,gravides
gravissime,gravissime,gravissime,gravissimes,gravissime,gravissimes
gravitationnel,gravitationnel,gravitationnel,gravitationnels,gravitationnelle,gravitationnelles
gravos,gravos,gravos,gravos,gravos,gravos
grec,grec,grec,grecs,grecque,grecques
gréco-latin,gréco-latin,gréco-latin,gréco-latins,gréco-latine,unk
gréco-romain,gréco-romain,gréco-romain,gréco-romains,gréco-romaine,gréco-romaines
greffé,greffé,greffé,greffé,greffé,greffé
grégaire,grégaire,grégaire,grégaires,grégaire,grégaires
grège,grège,grège,grèges,grège,grèges
grégeois,grégeois,grégeois,grégeois,grégeoise,grégeoises
grégorien,grégorien,grégorien,grégoriens,grégorienne,grégoriennes
grêlé,grêlé,grêlé,grêlés,grêlée,grêlées
grêle,grêle,grêle,grêles,grêle,grêles
grelottant,grelottant,grelottant,grelottants,grelottante,grelottantes
grenadin,grenadin,grenadin,grenadins,grenadine,grenadines
grenat,grenat,grenat,grenat,grenat,grenat
grenoblois,grenoblois,grenoblois,grenoblois,grenobloise,grenobloises
grenouillard,grenouillard,grenouillard,grenouillard,grenouillard,grenouillard
grenu,grenu,grenu,grenus,grenue,grenues
grésillant,grésillant,grésillant,grésillants,grésillante,grésillantes
gréviste,gréviste,gréviste,gréviste,gréviste,gréviste
gribiche,gribiche,gribiche,gribiches,gribiche,gribiches
griffé,griffé,griffé,griffé,griffé,griffé
griffu,griffu,griffu,griffus,griffue,griffues
grignoteur,grignoteur,grignoteur,grignoteurs,grignoteuse,grignoteuses
grillagé,grillagé,grillagé,grillagé,grillagé,grillagé
grillé,grillé,grillé,grillés,grillée,grillées
grimaçant,grimaçant,grimaçant,grimaçants,grimaçante,grimaçantes
grimacier,grimacier,grimacier,grimaciers,grimacière,grimacières
grimpant,grimpant,grimpant,grimpants,grimpante,grimpantes
grimpeur,grimpeur,grimpeur,grimpeurs,grimpeuse,grimpeuses
grinçant,grinçant,grinçant,grinçants,grinçante,grinçantes
grinche,grinche,grinche,grinche,grinche,grinche
grincheux,grincheux,grincheux,grincheux,grincheuse,grincheuses
gringalet,gringalet,gringalet,gringalets,gringalette,gringalettes
grippal,grippal,grippal,grippaux,grippale,grippales
grippe-sou,grippe-sou,grippe-sou,grippe-sou,grippe-sou,grippe-sou
grippé,grippé,grippé,grippés,grippée,grippées
gris-blanc,gris-blanc,gris-blanc,gris-blanc,gris-blanc,gris-blanc
gris-bleu,gris-bleu,gris-bleu,gris-bleu,gris-bleu,gris-bleu
gris-jaune,gris-jaune,gris-jaune,gris-jaune,gris-jaune,gris-jaune
gris-perle,gris-perle,gris-perle,gris-perle,gris-perle,gris-perle
gris-rose,gris-rose,gris-rose,gris-rose,gris-rose,gris-rose
gris-vert,gris-vert,gris-vert,gris-vert,gris-vert,gris-vert
gris,gris,gris,gris,grise,grises
grisant,grisant,grisant,grisants,grisante,grisantes
grisâtre,grisâtre,grisâtre,grisâtres,grisâtre,grisâtres
grisé,grisé,grisé,grisé,grisé,grisé
grison,grison,grison,grisons,grisonne,grisonnes
grisonnant,grisonnant,grisonnant,grisonnants,grisonnante,grisonnantes
grivelé,grivelé,grivelé,grivelés,grivelée,grivelées
grivois,grivois,grivois,grivois,grivoise,grivoises
groenlandais,groenlandais,groenlandais,groenlandais,groenlandaise,groenlandaises
groggy,groggy,groggy,groggy,groggy,groggy
grognant,grognant,grognant,grognant,grognant,grognant
grogneur,grogneur,grogneur,grogneurs,grogneuse,grogneuses
grognon,grognon,grognon,grognons,grognonne,grognonnes
grondant,grondant,grondant,grondants,grondante,grondantes
grondeur,grondeur,grondeur,grondeurs,grondeuse,grondeuses
gros,gros,gros,gros,grosse,grosses
groseille,groseille,groseille,groseille,groseille,groseille
grossi,grossi,grossi,grossi,grossi,grossi
grossier,grossier,grossier,grossiers,grossière,grossières
grossissant,grossissant,grossissant,grossissants,grossissante,grossissantes
grotesque,grotesque,grotesque,grotesques,grotesque,grotesques
grouillant,grouillant,grouillant,grouillants,grouillante,grouillantes
groupé,groupé,groupé,groupé,groupé,groupé
grumeleux,grumeleux,grumeleux,grumeleux,grumeleuse,grumeleuses
guarani,guarani,guarani,guaranis,guarani,guaranis
guatémaltèque,guatémaltèque,guatémaltèque,guatémaltèques,guatémaltèque,guatémaltèques
guéable,guéable,guéable,guéables,guéable,guéables
guelfe,guelfe,guelfe,guelfes,guelfe,guelfes
guenilleux,guenilleux,guenilleux,guenilleux,guenilleuse,guenilleuses
guéri,guéri,guéri,guéris,guérie,guéries
guérissable,guérissable,guérissable,guérissables,guérissable,guérissables
guerrier,guerrier,guerrier,guerriers,guerrière,guerrières
guêtré,guêtré,guêtré,guêtré,guêtré,guêtré
gueulard,gueulard,gueulard,gueulards,gueularde,gueulardes
guévariste,guévariste,guévariste,guévaristes,guévariste,guévaristes
guignolesque,guignolesque,guignolesque,guignolesques,guignolesque,guignolesques
guilleret,guilleret,guilleret,guillerets,guillerette,guillerettes
guillotiné,guillotiné,guillotiné,guillotinés,guillotinée,guillotinées
guindé,guindé,guindé,guindés,guindée,guindées
guinéen,guinéen,guinéen,guinéens,guinéenne,guinéennes
gustatif,gustatif,gustatif,gustatifs,gustative,gustatives
guttural,guttural,guttural,gutturaux,gutturale,gutturales
guyanais,guyanais,guyanais,guyanais,guyanaise,guyanaises
gymnique,gymnique,gymnique,gymniques,gymnique,gymniques
gynécologique,gynécologique,gynécologique,gynécologiques,gynécologique,gynécologiques
gypseux,gypseux,gypseux,gypseux,gypseuse,gypseuses
gyroscopique,gyroscopique,gyroscopique,gyroscopiques,gyroscopique,gyroscopiques
habile,habile,habile,habiles,habile,habiles
habilité,habilité,habilité,habilités,habilitée,habilitées
habillé,habillé,habillé,habillés,habillée,habillées
habitable,habitable,habitable,habitables,habitable,habitables
habité,habité,habité,habités,habitée,habitées
habitué,habitué,habitué,habitués,habituée,habituées
habituel,habituel,habituel,habituels,habituelle,habituelles
hâbleur,hâbleur,hâbleur,hâbleurs,hâbleuse,hâbleuses
haché,haché,haché,hachés,hachée,hachées
hagard,hagard,hagard,hagards,hagarde,hagardes
haï,haï,haï,haï,haï,haï
haillonneux,haillonneux,haillonneux,haillonneux,haillonneuse,haillonneuses
haineux,haineux,haineux,haineux,haineuse,haineuses
haïssable,haïssable,haïssable,haïssables,haïssable,haïssables
haïtien,haïtien,haïtien,haïtiens,haïtienne,haïtiennes
halal,halal,halal,halal,halal,halal
hâlé,hâlé,hâlé,hâlés,hâlée,hâlées
haletant,haletant,haletant,haletants,haletante,haletantes
halieutique,halieutique,halieutique,halieutiques,halieutique,halieutiques
hallucinant,hallucinant,hallucinant,hallucinants,hallucinante,hallucinantes
hallucinatoire,hallucinatoire,hallucinatoire,hallucinatoires,hallucinatoire,hallucinatoires
halluciné,halluciné,halluciné,hallucinés,hallucinée,hallucinées
hallucinogène,hallucinogène,hallucinogène,hallucinogènes,hallucinogène,hallucinogènes
hambourgeois,hambourgeois,hambourgeois,hambourgeois,hambourgeoise,hambourgeoises
han,han,han,han,han,han
handicapant,handicapant,handicapant,handicapant,handicapant,handicapant
handicapé,handicapé,handicapé,handicapés,handicapée,handicapées
hanovrien,hanovrien,hanovrien,hanovriens,hanovrienne,hanovriennes
hanséatique,hanséatique,hanséatique,hanséatiques,hanséatique,hanséatiques
hanté,hanté,hanté,hantés,hantée,hantées
harassant,harassant,harassant,harassants,harassante,harassantes
harassé,harassé,harassé,harassés,harassée,harassées
harcelant,harcelant,harcelant,harcelants,harcelante,harcelantes
harceleur,harceleur,harceleur,harceleurs,harceleuse,harceleuses
hard,hard,hard,hard,hard,hard
hardi,hardi,hardi,hardis,hardie,hardies
haret,haret,haret,harets,unk,unk
hargneux,hargneux,hargneux,hargneux,hargneuse,hargneuses
harmonieux,harmonieux,harmonieux,harmonieux,harmonieuse,harmonieuses
harmonique,harmonique,harmonique,harmoniques,harmonique,harmoniques
harmonisateur,harmonisateur,harmonisateur,harmonisateurs,harmonisatrice,harmonisatrices
harnaché,harnaché,harnaché,harnaché,harnaché,harnaché
hasardé,hasardé,hasardé,hasardé,hasardé,hasardé
hasardeux,hasardeux,hasardeux,hasardeux,hasardeuse,hasardeuses
hassidique,hassidique,hassidique,hassidiques,hassidique,hassidiques
hâtif,hâtif,hâtif,hâtifs,hâtive,hâtives
haussier,haussier,haussier,haussiers,haussière,haussières
haut,haut,haut,hauts,haute,hautes
hautain,hautain,hautain,hautains,hautaine,hautaines
hauturier,hauturier,hauturier,hauturiers,hauturière,hauturières
havane,havane,havane,havane,havane,havane
hâve,hâve,hâve,hâves,hâve,hâves
havrais,havrais,havrais,havrais,havraise,havraises
hawaïen,hawaïen:hawaiien,hawaïen,hawaïens,hawaïenne,hawaïennes
hebdomadaire,hebdomadaire,hebdomadaire,hebdomadaires,hebdomadaire,hebdomadaires
hébéphrénique,hébéphrénique,hébéphrénique,hébéphréniques,hébéphrénique,hébéphréniques
hébété,hébété,hébété,hébétés,hébétée,hébétées
hébraïque,hébraïque,hébreu,hébreux,hébraïque,hébraïques
hébraïsant,hébraïsant,hébraïsant,hébraïsants,hébraïsante,hébraïsantes
hébreu,hébreu,hébreu,hébreux,hébraïque,hébraïques
hédoniste,hédoniste,hédoniste,hédonistes,hédoniste,hédonistes
hégélien,hégélien,hégélien,hégéliens,hégélienne,hégéliennes
hélicoïdal,hélicoïdal,hélicoïdal,hélicoïdaux,hélicoïdale,hélicoïdales
héliporté,héliporté,héliporté,héliportés,héliportée,héliportées
hellène,hellène,hellène,hellènes,hellène,hellènes
hellénique,hellénique,hellénique,helléniques,hellénique,helléniques
hellénistique,hellénistique,hellénistique,hellénistiques,hellénistique,hellénistiques
helvète,helvète,helvète,helvètes,helvète,helvètes
helvétien,helvétien,helvétien,helvétiens,helvétienne,helvétiennes
helvétique,helvétique,helvétique,helvétiques,helvétique,helvétiques
hématologique,hématologique,hématologique,hématologiques,hématologique,hématologiques
hémièdre,hémièdre,hémièdre,hémièdres,hémièdre,hémièdres
hémiplégique,hémiplégique,hémiplégique,hémiplégiques,hémiplégique,hémiplégiques
hémisphérique,hémisphérique,hémisphérique,hémisphériques,hémisphérique,hémisphériques
hémodynamique,hémodynamique,hémodynamique,hémodynamiques,hémodynamique,hémodynamiques
hémolytique,hémolytique,hémolytique,hémolytiques,hémolytique,hémolytiques
hémophile,hémophile,hémophile,hémophiles,hémophile,hémophiles
hémorragique,hémorragique,hémorragique,hémorragiques,hémorragique,hémorragiques
hémorroïdaire,hémorroïdaire,hémorroïdaire,hémorroïdaires,hémorroïdaire,hémorroïdaires
hémorroïdal,hémorroïdal,hémorroïdal,hémorroïdaux,hémorroïdale,hémorroïdales
hémostatique,hémostatique,hémostatique,hémostatiques,hémostatique,hémostatiques
hennissant,hennissant,hennissant,hennissants,hennissante,hennissantes
hépatique,hépatique,hépatique,hépatiques,hépatique,hépatiques
héraclitéen,héraclitéen,héraclitéen,héraclitéen,héraclitéen,héraclitéen
héraclitien,héraclitien,héraclitien,héraclitien,héraclitien,héraclitien
héraldique,héraldique,héraldique,héraldiques,héraldique,héraldiques
herbeux,herbeux,herbeux,herbeux,herbeuse,herbeuses
herbicide,herbicide,herbicide,herbicides,herbicide,herbicides
herbivore,herbivore,herbivore,herbivores,herbivore,herbivores
herbu,herbu,herbu,herbus,herbue,herbues
herculéen,herculéen,herculéen,herculéens,herculéenne,herculéennes
hercynien,hercynien,hercynien,hercyniens,hercynienne,hercyniennes
héréditaire,héréditaire,héréditaire,héréditaires,héréditaire,héréditaires
hérétique,hérétique,hérétique,hérétiques,hérétique,hérétiques
hérissé,hérissé,hérissé,hérissés,hérissée,hérissées
hermaphrodite,hermaphrodite,hermaphrodite,hermaphrodites,hermaphrodite,hermaphrodites
herméneutique,herméneutique,herméneutique,herméneutiques,herméneutique,herméneutiques
hermétique,hermétique,hermétique,hermétiques,hermétique,hermétiques
herminé,herminé,herminé,herminés,herminée,herminées
herniaire,herniaire,herniaire,herniaires,herniaire,herniaires
hernieux,hernieux,hernieux,hernieux,hernieuse,hernieuses
héroïque,héroïque,héroïque,héroïques,héroïque,héroïques
herpétique,herpétique,herpétique,herpétiques,herpétique,herpétiques
hertzien,hertzien,hertzien,hertziens,hertzienne,hertziennes
hésitant,hésitant,hésitant,hésitants,hésitante,hésitantes
hessois,hessois,hessois,hessois,hessoise,hessoises
hétéro,hétéro,hétéro,hétéros,hétéro,hétéros
hétéroclite,hétéroclite,hétéroclite,hétéroclites,hétéroclite,hétéroclites
hétérodoxe,hétérodoxe,hétérodoxe,hétérodoxes,hétérodoxe,hétérodoxes
hétérogène,hétérogène,hétérogène,hétérogènes,hétérogène,hétérogènes
hétérosexuel,hétérosexuel,hétérosexuel,hétérosexuels,hétérosexuelle,hétérosexuelles
hétérozygote,hétérozygote,hétérozygote,hétérozygotes,hétérozygote,hétérozygotes
heureux,heureux,heureux,heureux,heureuse,heureuses
heuristique,heuristique,heuristique,heuristiques,heuristique,heuristiques
heurté,heurté,heurté,heurtés,heurtée,heurtées
hexagonal,hexagonal,hexagonal,hexagonaux,hexagonale,hexagonales
hiatal,hiatal,hiatal,hiataux,hiatale,hiatales
hideux,hideux,hideux,hideux,hideuse,hideuses
hiérarchique,hiérarchique,hiérarchique,hiérarchiques,hiérarchique,hiérarchiques
hiérarchisé,hiérarchisé,hiérarchisé,hiérarchisé,hiérarchisé,hiérarchisé
hiératique,hiératique,hiératique,hiératiques,hiératique,hiératiques
hiéroglyphique,hiéroglyphique,hiéroglyphique,hiéroglyphiques,hiéroglyphique,hiéroglyphiques
